tipo_transaccion,nombre_comercio,giro_nombre,mcc_nombre,fecha_transaccion,ope_pais,entry_mode,sexo_cliente,estado_cliente,edad_cliente,monto_transaccion,id_cliente,periodo,mañana,tarde,noche,madrugada,presencial,nacional,internacional,anomalia_geografica,anomalia_temporal,anomalia_monto,anomalia_giro_monto,suma_ponderada,Fraude,sexo,fechas_decembrinas,categoria_peligrosa
TDD,H&M MX0012 ANDARES GDLZAPOPAN      00,RETAIL,BOUTIQUES ROPA - PARA TODA LA FAMILIA,2/23/2023 20:11,MX,CARD PRESENT,M,JALISCO,27,526.87,5491,noche,0,0,1,0,1,0,0,0,0,1,1,0.55,1,0,0,0
TDD,STEREN P CONSTRUCCION MERIDA YUC   YU,RETAIL,APARATOS ELECTRONICOS PARA EL HOGAR LINEA BLANCA,12/24/2022 11:43,MX,CARD PRESENT,M,YUCATAN,21,526.87,6927,mañana,1,0,0,0,1,0,0,0,0,1,1,0.55,1,0,1,0
TDC,OLD NAVY PARQUE DELTA MEXICO DF    000,RETAIL,ROPA PARA CABALLEROS Y DAMA (BOUTIQUE),11/24/2022 16:46,MX,CARD PRESENT,M,QUINTANA ROO,25,526.87,7521,tarde,0,1,0,0,1,0,0,0,0,1,1,0.55,1,0,0,0
TDD,TOXIC STORE TLAQUEPAQUTLAQUEPAQUE JJA,RETAIL,BOUTIQUES ROPA - PARA TODA LA FAMILIA,12/5/2022 18:27,MX,CARD PRESENT,M,MEXICO,24,526.87,2915,noche,0,0,1,0,1,0,0,0,0,1,1,0.55,1,0,0,0
TDC,PULL & BEAR MADERO    CIUDAD DE MEX09,RETAIL,ROPA CASUAL DAMAS LENCERIA,2/24/2023 17:14,MX,CARD PRESENT,M,CHIHUAHUA,23,526.87,5106,tarde,0,1,0,0,1,0,0,0,0,1,1,0.55,1,0,0,0
TDC,ANYTIME FITNESS CR    ZAPOPAN      JAL,ENTRETENIMIENTO,"CLUBS DEPORTIVOS MEMBRESIAS, CLUB CAMPESTRE",3/1/2023 13:12,MX,CARD NOT PRESENT,M,VERACRUZ DE IGNACIO DE LA LLAV,22,526.87,733,tarde,0,1,0,0,0,1,0,0,0,1,1,0.55,1,0,0,0
TDD,SNP*MERCADOPAGO       CIUDAD DE MEX001,AGREGADOR,AGREGADOR,1/31/2023 12:10,MX,CARD NOT PRESENT,F,CAMPECHE,27,526.87,7793,tarde,0,1,0,0,0,1,0,0,0,1,1,0.55,1,1,0,0
TDD,SNP*MERCADOPAGO       CIUDAD DE MEX001,AGREGADOR,AGREGADOR,2/16/2023 11:08,MX,CARD NOT PRESENT,F,CAMPECHE,27,526.87,7793,mañana,1,0,0,0,0,1,0,0,0,1,1,0.55,1,1,0,0
TDD,TOM-Lur                  Miami Beach,COMIDA RAPIDA,COMIDA RAPIDA,2/23/2023 12:46,US,CARD PRESENT,M,CIUDAD DE MEXICO,30,526.87,7171,tarde,0,1,0,0,1,0,0,1,0,1,1,0.8,1,0,0,0
TDD,LOVE STORE            CIUDAD DE MEX001,RETAIL,TIENDAS DE REGALOS (REGALOS Y ARTESANIAS),2/12/2023 17:08,MX,CARD PRESENT,M,CIUDAD DE MEXICO,34,526.87,2135,tarde,0,1,0,0,1,0,0,0,0,1,1,0.55,1,0,0,0
TDC,AMERICAN EAGLE        CUAUTITLAN IZ015,RETAIL,BOUTIQUES ROPA - PARA TODA LA FAMILIA,1/6/2023 17:31,MX,CARD PRESENT,M,MEXICO,33,526.87,1315,tarde,0,1,0,0,1,0,0,0,0,1,1,0.55,1,0,1,0
TDD,12698 STRADIPNTOVALLE SANPEDRO GAR19,RETAIL,ROPA CASUAL DAMAS LENCERIA,3/5/2023 17:08,MX,CARD PRESENT,F,NUEVO LEON,36,526.87,3169,tarde,0,1,0,0,1,0,0,0,0,1,1,0.55,1,1,0,0
TDD,STUD F LAS PZA OUT LERLERMA EM     EM,RETAIL,ROPA CASUAL DAMAS LENCERIA,11/21/2022 17:43,MX,CARD PRESENT,M,CIUDAD DE MEXICO,34,526.9,7978,tarde,0,1,0,0,1,0,0,0,0,1,1,0.55,1,0,0,0
TDD,SNP*MERCADOPAGO       CIUDAD DE MEX001,AGREGADOR,AGREGADOR,1/21/2023 12:54,MX,CARD NOT PRESENT,F,QUINTANA ROO,31,526.9,3593,tarde,0,1,0,0,0,1,0,0,0,1,1,0.55,1,1,0,0
TDD,CERTUS HIPODROMO 4    TIJUANA BCN  003,OTROS,"LABORATORIOS DENTALES, (LABORATORIOS MEDICOS)",11/24/2022 10:43,MX,CARD PRESENT,F,BAJA CALIFORNIA,28,526.91,8006,mañana,1,0,0,0,1,0,0,0,0,1,1,0.55,1,1,0,0
TDD,SNP*MERCADOPAGO       CIUDAD DE MEX001,AGREGADOR,AGREGADOR,2/7/2023 10:53,MX,CARD NOT PRESENT,F,OAXACA,24,526.91,5063,mañana,1,0,0,0,0,1,0,0,0,1,1,0.55,1,1,0,0
TDD,STANFORD DIST DENTAL  IRAPUATO GTO 011,RETAIL,"EQUIPO Y SUMINISTROS HOSPITALES,LABORATORIOS",2/10/2023 17:50,MX,CARD PRESENT,F,GUANAJUATO,28,526.92,4346,tarde,0,1,0,0,1,0,0,0,0,1,1,0.55,1,1,0,0
TDC,FOREVER21 8726 PAS ACOCIUDAD DE MEX001,RETAIL,BOUTIQUES ROPA - PARA TODA LA FAMILIA,11/20/2022 20:18,MX,CARD PRESENT,M,CIUDAD DE MEXICO,35,526.92,4094,noche,0,0,1,0,1,0,0,0,0,1,1,0.55,1,0,0,0
TDC,AMERICAN EAGLE        LERMA EM     015,RETAIL,BOUTIQUES ROPA - PARA TODA LA FAMILIA,11/18/2022 17:54,MX,CARD PRESENT,F,MEXICO,33,526.92,6476,tarde,0,1,0,0,1,0,0,0,0,1,1,0.55,1,1,0,0
TDC,JUGUETRON LSC PERISUR2CIUDAD DE MEX001,RETAIL,JUEGOS DE MESA Y PASATIEMPOS,1/5/2023 16:51,MX,CARD PRESENT,M,PUEBLA,27,526.93,9617,tarde,0,1,0,0,1,0,0,0,0,1,1,0.55,1,0,1,0
TDC,SNP*MERCADOPAGO       CIUDAD DE MEX001,AGREGADOR,AGREGADOR,12/31/2022 15:00,MX,CARD NOT PRESENT,M,QUERETARO,28,526.93,659,tarde,0,1,0,0,0,1,0,0,0,1,1,0.55,1,0,1,0
TDD,WESS STORE            IRAPUATO GTO DUR,RETAIL,DEPORTES Y ACCESORIOS,12/18/2022 17:30,MX,CARD PRESENT,M,GUANAJUATO,25,526.93,897,tarde,0,1,0,0,1,0,0,0,0,1,1,0.55,1,0,1,0
TDD,PETCO SERENA          MONTERREY NL 019,RETAIL,TIENDAS DE MASCOTAS - ALIMENTO Y ACCESORIOS,1/26/2023 15:49,MX,CARD PRESENT,M,NUEVO LEON,27,526.93,1829,tarde,0,1,0,0,1,0,0,0,0,1,1,0.55,1,0,0,0
TDC,APPLE.COM/BILL           866-712-7753,RETAIL,TIENDA DE DISCOS,12/24/2022 17:07,US,CARD NOT PRESENT,M,YUCATAN,21,526.93,9984,tarde,0,1,0,0,0,0,1,0,0,1,1,0.55,1,0,1,0
TDD,ZARA GALERIAS GUADALA ZAPOPAN      00,RETAIL,ROPA CASUAL DAMAS LENCERIA,1/5/2023 20:48,MX,CARD PRESENT,M,JALISCO,25,526.93,2742,noche,0,0,1,0,1,0,0,0,0,1,1,0.55,1,0,1,0
TDC,MERCADO PAGO 1        CIUDAD DE MEX001,OTROS,MERCADO DIRECTO - VENTAS POR CATALOGO,2/23/2023 12:29,MX,CARD NOT PRESENT,M,CIUDAD DE MEXICO,25,526.93,1848,tarde,0,1,0,0,0,1,0,0,0,1,1,0.55,1,0,0,0
TDC,PLAZA CIBELES         IRAPUATO GTO 011,RETAIL,SOMBRERIAS Y OTROS ACCESORIOS PARA DAMA,12/23/2022 12:37,MX,CARD PRESENT,M,GUANAJUATO,27,526.93,8202,tarde,0,1,0,0,1,0,0,0,0,1,1,0.55,1,0,1,0
TDC,APPLE.COM/BILL           866-712-7753,RETAIL,TIENDA DE DISCOS,12/23/2022 15:27,US,CARD NOT PRESENT,M,YUCATAN,21,526.93,9984,tarde,0,1,0,0,0,0,1,0,0,1,1,0.55,1,0,1,0
TDD,ZARA VALLE OTE        SANP GARZA G00,RETAIL,ROPA CASUAL DAMAS LENCERIA,2/14/2023 19:44,MX,CARD PRESENT,M,NUEVO LEON,25,526.93,2097,noche,0,0,1,0,1,0,0,0,0,1,1,0.55,1,0,0,0
TDC,TAF AVERANDA CVCA     CUERNAVACA MO017,RETAIL,ZAPATERIAS,12/29/2022 18:12,MX,CARD PRESENT,M,MORELOS,24,526.93,3623,noche,0,0,1,0,1,0,0,0,0,1,1,0.55,1,0,1,0
TDC,ZAP B HMNOS JAZMIN    ACAYUCAN VER 030,RETAIL,ZAPATERIAS,11/24/2022 17:33,MX,CARD PRESENT,M,VERACRUZ DE IGNACIO DE LA LLAV,25,526.93,3679,tarde,0,1,0,0,1,0,0,0,0,1,1,0.55,1,0,0,0
TDC,MERCADO PAGO 1        CIUDAD DE MEX001,OTROS,MERCADO DIRECTO - VENTAS POR CATALOGO,2/24/2023 18:53,MX,CARD NOT PRESENT,M,CIUDAD DE MEXICO,25,526.93,1848,noche,0,0,1,0,0,1,0,0,0,1,1,0.55,1,0,0,0
TDD,NETPAY* CALZZAPATO    CULIACAN SIN 001,RETAIL,ZAPATERIAS,12/19/2022 19:05,MX,CARD PRESENT,M,SONORA,21,526.93,3111,noche,0,0,1,0,1,0,0,0,0,1,1,0.55,1,0,1,0
TDD,APPLE.COM/BILL           866-712-7753,RETAIL,TIENDA DE DISCOS,12/24/2022 0:30,US,CARD NOT PRESENT,M,BAJA CALIFORNIA,28,526.93,1966,madrugada,0,0,0,1,0,0,1,0,1,1,1,0.75,1,0,1,0
TDC,SNP*MERCADOPAGO       CIUDAD DE MEX001,AGREGADOR,AGREGADOR,2/7/2023 21:21,MX,CARD NOT PRESENT,M,PUEBLA,22,526.93,7189,noche,0,0,1,0,0,1,0,0,0,1,1,0.55,1,0,0,0
TDD,INNOVASPORT PZA PATRIAZAPOPAN      00,RETAIL,DEPORTES Y ACCESORIOS,11/16/2022 14:00,MX,CARD PRESENT,F,MICHOACAN DE OCAMPO,25,526.93,3725,tarde,0,1,0,0,1,0,0,0,0,1,1,0.55,1,1,0,0
TDC,BOUT CLOE CANC I B    BENITO JUAREZ023,RETAIL,ROPA Y ACCESORIOS - MISCELANEOS,12/3/2022 18:09,MX,CARD PRESENT,F,NUEVO LEON,26,526.93,3925,noche,0,0,1,0,1,0,0,0,0,1,1,0.55,1,1,0,0
TDD,PULL BEAR ANTARA P    CIUDAD DE MEX00,RETAIL,ROPA CASUAL DAMAS LENCERIA,12/26/2022 14:46,MX,CARD PRESENT,F,CIUDAD DE MEXICO,27,526.93,6808,tarde,0,1,0,0,1,0,0,0,0,1,1,0.55,1,1,1,0
TDD,LIMITED EDITION       SN PEDRO GARZNL,RETAIL,JUEGOS DE MESA Y PASATIEMPOS,2/24/2023 19:25,MX,CARD PRESENT,F,NUEVO LEON,24,526.93,1044,noche,0,0,1,0,1,0,0,0,0,1,1,0.55,1,1,0,0
TDD,SENDERO PERIFERICO TAMREYNOSA TAMPS001,RETAIL,ZAPATERIAS,12/4/2022 18:14,MX,CARD PRESENT,F,TAMAULIPAS,25,526.93,981,noche,0,0,1,0,1,0,0,0,0,1,1,0.55,1,1,0,0
TDD,AMERICAN SHOES        MONTERREY NL 019,RETAIL,ZAPATERIAS,12/22/2022 14:26,MX,CARD PRESENT,F,NUEVO LEON,20,526.93,5521,tarde,0,1,0,0,1,0,0,0,0,1,1,0.55,1,1,1,0
TDC,KIPON 352             SN NICOLAS DE019,RETAIL,ZAPATERIAS,11/9/2022 17:46,MX,CARD PRESENT,F,NUEVO LEON,23,526.93,337,tarde,0,1,0,0,1,0,0,0,0,1,1,0.55,1,1,0,0
TDD,ZARA PZA LAS AMERICAS MORELIA MICH 00,RETAIL,ROPA CASUAL DAMAS LENCERIA,12/24/2022 14:20,MX,CARD PRESENT,F,MICHOACAN DE OCAMPO,22,526.93,8874,tarde,0,1,0,0,1,0,0,0,0,1,1,0.55,1,1,1,0
TDC,SNP*MERCADOPAGO       CIUDAD DE MEX001,AGREGADOR,AGREGADOR,12/23/2022 9:43,MX,CARD NOT PRESENT,F,VERACRUZ DE IGNACIO DE LA LLAV,26,526.93,7648,mañana,1,0,0,0,0,1,0,0,0,1,1,0.55,1,1,1,0
TDD,9328 ZARA TOREO       NAUCALPAN DE 00,RETAIL,ROPA CASUAL DAMAS LENCERIA,12/13/2022 17:51,MX,CARD PRESENT,F,MEXICO,27,526.93,8095,tarde,0,1,0,0,1,0,0,0,0,1,1,0.55,1,1,0,0
TDC,PR*MICROSOFT          NAUCALPAN DE EM,AGREGADOR,AGREGADOR,1/1/2023 22:20,MX,CARD NOT PRESENT,M,ZACATECAS,30,526.93,697,noche,0,0,1,0,0,1,0,0,0,1,1,0.55,1,0,1,0
TDC,DDTECH                GUADALAJARA JJA,RETAIL,COMPUTADORAS EQUIPO PERIF DE COMPUTADORAS SOFTWARE,1/13/2023 18:18,MX,CARD PRESENT,M,JALISCO,29,526.93,2941,noche,0,0,1,0,1,0,0,0,0,1,1,0.55,1,0,1,0
TDD,SNP*MERCADOPAGO       CIUDAD DE MEX001,AGREGADOR,AGREGADOR,2/21/2023 16:59,MX,CARD NOT PRESENT,M,JALISCO,34,526.93,6157,tarde,0,1,0,0,0,1,0,0,0,1,1,0.55,1,0,0,0
TDC,FLEXI SUN MALL NL     GUADALUPE NL 000,RETAIL,ZAPATERIAS,1/28/2023 17:56,MX,CARD PRESENT,M,NUEVO LEON,36,526.93,5354,tarde,0,1,0,0,1,0,0,0,0,1,1,0.55,1,0,0,0
TDD,DIDESMA 02            SANLUIS POTOSLP,RETAIL,"ALTA COSTURA - CABALLEROS Y DAMAS, SASTRES",2/26/2023 13:02,MX,CARD PRESENT,M,SAN LUIS POTOSI,36,526.93,8331,tarde,0,1,0,0,1,0,0,0,0,1,1,0.55,1,0,0,0
TDC,ZARA GALERIAS PACHUCA PACHUCA DE SO00,RETAIL,ROPA CASUAL DAMAS LENCERIA,1/14/2023 16:39,MX,CARD PRESENT,M,TLAXCALA,29,526.93,4691,tarde,0,1,0,0,1,0,0,0,0,1,1,0.55,1,0,1,0
TDC,LUST ANDARES          ZAPOPAN      00,RETAIL,BOUTIQUE ROPA (ROPA CABALLEROS Y NINIOS),2/10/2023 19:43,MX,CARD PRESENT,M,JALISCO,35,526.93,6599,noche,0,0,1,0,1,0,0,0,0,1,1,0.55,1,0,0,0
TDD,SNP*MERCADOPAGO       CIUDAD DE MEX001,AGREGADOR,AGREGADOR,1/11/2023 19:06,MX,CARD NOT PRESENT,M,PUEBLA,33,526.93,5230,noche,0,0,1,0,0,1,0,0,0,1,1,0.55,1,0,1,0
TDD,ZAP FRED 2028         TAMPICO      00,RETAIL,ZAPATERIAS,12/11/2022 14:37,MX,CARD PRESENT,M,TAMAULIPAS,36,526.93,4294,tarde,0,1,0,0,1,0,0,0,0,1,1,0.55,1,0,0,0
TDD,ISHOP MORELIA         MORELIA MICH MI,RETAIL,TIENDA DE DISCOS,11/13/2022 14:39,MX,CARD PRESENT,M,MICHOACAN DE OCAMPO,35,526.93,329,tarde,0,1,0,0,1,0,0,0,0,1,1,0.55,1,0,0,0
TDC,SNP*MERCADOPAGO       CIUDAD DE MEX001,AGREGADOR,AGREGADOR,1/16/2023 12:55,MX,CARD NOT PRESENT,M,JALISCO,32,526.93,3093,tarde,0,1,0,0,0,1,0,0,0,1,1,0.55,1,0,0,0
TDC,COMPRA MICROSOFT      CIUDAD DE MEX00,RETAIL,VENTA DE SOFTWARE PARA COMPUTADORAS,11/14/2022 21:17,MX,CARD NOT PRESENT,M,GUANAJUATO,29,526.93,5437,noche,0,0,1,0,0,1,0,0,0,1,1,0.55,1,0,0,0
TDD,ANTIFASHION           LEON DE LOS A011,RETAIL,ROPA Y ACCESORIOS - MISCELANEOS,12/28/2022 19:48,MX,CARD PRESENT,M,QUINTANA ROO,33,526.93,816,noche,0,0,1,0,1,0,0,0,0,1,1,0.55,1,0,1,0
TDD,ALMACENES ANFORA      TOLUCA EM    015,RETAIL,CRISTALERIAS,1/15/2023 13:14,MX,CARD PRESENT,M,MEXICO,35,526.93,7823,tarde,0,1,0,0,1,0,0,0,0,1,1,0.55,1,0,1,0
TDC,212 PROM MONTERREY CTOMONTERREY NL 019,RETAIL,ROPA CASUAL DAMAS LENCERIA,2/11/2023 14:11,MX,CARD PRESENT,M,NUEVO LEON,29,526.93,5778,tarde,0,1,0,0,1,0,0,0,0,1,1,0.55,1,0,0,0
TDC,SNP*MERCADOPAGO       CIUDAD DE MEX001,AGREGADOR,AGREGADOR,2/16/2023 10:49,MX,CARD NOT PRESENT,M,GUERRERO,34,526.93,5253,mañana,1,0,0,0,0,1,0,0,0,1,1,0.55,1,0,0,0
TDC,ISHOP MIXUP PUEBLA    PUEBLA PUE   PU,RETAIL,TIENDA DE DISCOS,11/10/2022 18:05,MX,CARD PRESENT,M,PUEBLA,30,526.93,9241,noche,0,0,1,0,1,0,0,0,0,1,1,0.55,1,0,0,0
TDC,PAYPAL3               MEXICO DF    DF,AGREGADOR,AGREGADOR,12/1/2022 1:15,MX,CARD NOT PRESENT,M,CIUDAD DE MEXICO,30,526.93,7338,madrugada,0,0,0,1,0,1,0,0,1,1,1,0.75,1,0,0,0
TDC,SNP*MERCADOPAGO       CIUDAD DE MEX001,AGREGADOR,AGREGADOR,1/18/2023 19:40,MX,CARD NOT PRESENT,M,JALISCO,36,526.93,6891,noche,0,0,1,0,0,1,0,0,0,1,1,0.55,1,0,0,0
TDD,VF OUTDOOR PASEO LA FESANNICOLAS DNL,RETAIL,DEPORTES Y ACCESORIOS,2/12/2023 16:05,MX,CARD PRESENT,F,NUEVO LEON,32,526.93,6576,tarde,0,1,0,0,1,0,0,0,0,1,1,0.55,1,1,0,0
TDC,ZARA TORREON          TORREON COAH 00,RETAIL,ROPA CASUAL DAMAS LENCERIA,2/11/2023 17:42,MX,CARD PRESENT,F,COAHUILA DE ZARAGOZA,35,526.93,2036,tarde,0,1,0,0,1,0,0,0,0,1,1,0.55,1,1,0,0
TDC,LEVI S XALAPA         XALAPA VER   00,RETAIL,ROPA CASUAL DAMAS LENCERIA,1/13/2023 19:55,MX,CARD PRESENT,F,VERACRUZ DE IGNACIO DE LA LLAV,30,526.93,4020,noche,0,0,1,0,1,0,0,0,0,1,1,0.55,1,1,1,0
TDC,TAF GAL GUADALAJAR ZAPZAPOPAN JAL  014,RETAIL,ZAPATERIAS,11/27/2022 20:55,MX,CARD PRESENT,F,JALISCO,30,526.93,3004,noche,0,0,1,0,1,0,0,0,0,1,1,0.55,1,1,0,0
TDC,MERCADO PAGO 4        CIUDAD DE MEX001,OTROS,MERCADO DIRECTO - VENTAS POR CATALOGO,1/17/2023 13:17,MX,CARD NOT PRESENT,M,PUEBLA,26,526.94,6905,tarde,0,1,0,0,0,1,0,0,0,1,1,0.55,1,0,0,0
TDD,PAYPAL3               MEXICO DF    DF,AGREGADOR,AGREGADOR,2/14/2023 14:08,MX,CARD NOT PRESENT,M,CIUDAD DE MEXICO,28,526.94,3985,tarde,0,1,0,0,0,1,0,0,0,1,1,0.55,1,0,0,0
TDC,ART PIEL CLOE MODA PERZAPOPAN JAL  014,RETAIL,"ARTICULO DE PIEL, (MALETAS Y EQUIPAJES)",12/4/2022 19:02,MX,CARD PRESENT,M,JALISCO,29,526.94,2670,noche,0,0,1,0,1,0,0,0,0,1,1,0.55,1,0,0,0
TDC,PAYPAL3               MEXICO DF    DF,AGREGADOR,AGREGADOR,12/14/2022 12:33,MX,CARD NOT PRESENT,M,MEXICO,29,526.94,6122,tarde,0,1,0,0,0,1,0,0,0,1,1,0.55,1,0,0,0
TDC,ART PIEL CLOE MODA PERZAPOPAN JAL  014,RETAIL,"ARTICULO DE PIEL, (MALETAS Y EQUIPAJES)",12/4/2022 19:46,MX,CARD PRESENT,M,JALISCO,29,526.94,2670,noche,0,0,1,0,1,0,0,0,0,1,1,0.55,1,0,0,0
TDC,MUNICIPIO DE SALTILLO SALTILLO COAHCHP,GOBIERNO,"SERV GUBERNAM, AGUA, ELECTRICIDAD,PREDIAL,TENENCIA",2/19/2023 4:33,MX,CARD PRESENT,M,COAHUILA DE ZARAGOZA,25,526.95,9112,madrugada,0,0,0,1,1,0,0,0,1,1,0,0.55,1,0,0,0
TDD,PAYPAL3               MEXICO DF    DF,AGREGADOR,AGREGADOR,2/7/2023 23:52,MX,CARD NOT PRESENT,F,COAHUILA DE ZARAGOZA,21,526.95,469,noche,0,0,1,0,0,1,0,0,0,1,1,0.55,1,1,0,0
TDC,IVONNE GALERIAS GUADALZAPOPAN JAL  00,RETAIL,ROPA CASUAL DAMAS LENCERIA,1/14/2023 20:09,MX,CARD PRESENT,M,JALISCO,20,526.96,1991,noche,0,0,1,0,1,0,0,0,0,1,1,0.55,1,0,1,0
TDC,NETPAY *CARMEN MEZCALEMETEPEC      019,AGREGADOR,AGREGADOR,12/22/2022 1:15,MX,CARD PRESENT,M,MEXICO,32,526.96,5671,madrugada,0,0,0,1,1,0,0,0,1,1,1,0.75,1,0,1,0
TDD,H&C LERMA             LERMA EM     015,RETAIL,ALMACEN DE ELECTRODOMESTICOS,11/21/2022 17:49,MX,CARD PRESENT,M,CIUDAD DE MEXICO,34,526.97,7978,tarde,0,1,0,0,1,0,0,0,0,1,1,0.55,1,0,0,0
TDD,CLUB DEP HERO GYM     CHIHUAHUA CHI009,ENTRETENIMIENTO,"CLUBS DEPORTIVOS MEMBRESIAS, CLUB CAMPESTRE",1/18/2023 18:30,MX,CARD PRESENT,M,CHIHUAHUA,31,526.98,7364,noche,0,0,1,0,1,0,0,0,0,1,1,0.55,1,0,0,0
TDC,STRIPE *CORNERSHOP    MIGUEL HIDALGCMX,OTROS,"TRASLADOS - FLETES, (SERVICIOS DE MENSAJERIA)",1/30/2023 14:39,MX,CARD NOT PRESENT,F,YUCATAN,30,526.98,9540,tarde,0,1,0,0,0,1,0,0,0,1,1,0.55,1,1,0,0
TDC,GPFA                  SN NICOLAS DE019,RETAIL,"VENTA DE VIDEO JUEGOS, ACCESORIOS",11/12/2022 18:04,MX,CARD PRESENT,M,NUEVO LEON,29,526.99,5778,noche,0,0,1,0,1,0,0,0,0,1,1,0.55,1,0,0,0
TDD,OPENPAY*PLAYDOIT MEXICGOMEZ PALACIODGO,AGREGADOR,AGREGADOR,2/20/2023 14:34,MX,CARD NOT PRESENT,M,SINALOA,23,527,9893,tarde,0,1,0,0,0,1,0,0,0,1,1,0.55,1,0,0,0
TDC,GASOL TERAN 2         TUXTLA GUTIER008,GASOLINERAS,"ESTACIONES DE SERVICIO, GASOLINERIAS TODO TRANSPOR",12/12/2022 16:06,MX,CARD PRESENT,M,CHIAPAS,27,527,5153,tarde,0,1,0,0,1,0,0,0,0,1,1,0.55,1,0,0,0
TDD,SC*PLAYDOIT           GOMEZ PALACIO010,OTROS,"BANDAS, ORQUESTAS, GRUPOS,DIVERSIONES NO CLASIFICA",12/29/2022 11:00,MX,CARD NOT PRESENT,M,PUEBLA,19,527,984,mañana,1,0,0,0,0,1,0,0,0,1,1,0.55,1,0,1,0
TDC,EST SERV SISAL        CELESTUN YUC 031,GASOLINERAS,"ESTACIONES DE SERVICIO, GASOLINERIAS TODO TRANSPOR",1/26/2023 19:39,MX,CARD PRESENT,M,MEXICO,23,527,5365,noche,0,0,1,0,1,0,0,0,0,1,1,0.55,1,0,0,0
TDD,10930 LEFTIES P LA FE SANNICOLAS D00,RETAIL,ROPA CASUAL DAMAS LENCERIA,12/23/2022 19:53,MX,CARD PRESENT,M,NUEVO LEON,27,527,6699,noche,0,0,1,0,1,0,0,0,0,1,1,0.55,1,0,1,0
TDC,MERCADO PAGO 1        CIUDAD DE MEX001,OTROS,MERCADO DIRECTO - VENTAS POR CATALOGO,12/18/2022 20:32,MX,CARD NOT PRESENT,M,COAHUILA DE ZARAGOZA,26,527,8588,noche,0,0,1,0,0,1,0,0,0,1,1,0.55,1,0,1,0
TDD,BET365 MX SEC         CIUDAD DE MEXDF,RETAIL,CASINOS CASAS DE JUEGO (APUESTAS INCLUYE BILLETES),1/7/2023 13:55,MX,CARD NOT PRESENT,M,CIUDAD DE MEXICO,25,527,6831,tarde,0,1,0,0,0,1,0,0,0,1,1,0.55,1,0,1,0
TDC,LABORATORIOS TOLSA    GUADALAJARA JJAL,OTROS,"LABORATORIOS DENTALES, (LABORATORIOS MEDICOS)",1/26/2023 9:16,MX,CARD PRESENT,M,JALISCO,23,527,1449,mañana,1,0,0,0,1,0,0,0,0,1,1,0.55,1,0,0,0
TDD,ACUARIO BLAU LIFE WEB CIUDAD DE MEXCMX,ENTRETENIMIENTO,"ACUARIOS, ESPECTACULOS MARINOS",2/4/2023 12:43,MX,CARD NOT PRESENT,M,QUERETARO,26,527,213,tarde,0,1,0,0,0,1,0,0,0,1,1,0.55,1,0,0,0
TDD,BET365 MX SEC         CIUDAD DE MEXDF,RETAIL,CASINOS CASAS DE JUEGO (APUESTAS INCLUYE BILLETES),2/18/2023 16:46,MX,CARD NOT PRESENT,M,NUEVO LEON,27,527,8636,tarde,0,1,0,0,0,1,0,0,0,1,1,0.55,1,0,0,0
TDC,GRUPO LOGAN           CIUDAD MADEROTM,RETAIL,COMPUTADORAS EQUIPO PERIF DE COMPUTADORAS SOFTWARE,11/12/2022 1:44,MX,CARD PRESENT,M,TAMAULIPAS,27,527,8098,madrugada,0,0,0,1,1,0,0,0,1,1,1,0.75,1,0,0,0
TDD,BAZ SUPER APP         CIUDAD DE MEX001,OTROS,SERV PROC DATOS - DISENO Y PROGRAM DE SISTEMAS,2/5/2023 15:14,MX,CARD NOT PRESENT,M,MEXICO,20,527,174,tarde,0,1,0,0,0,1,0,0,0,1,1,0.55,1,0,0,0
TDC,OPENPAY*ACUARIO INBURSMEXICO       CMX,AGREGADOR,AGREGADOR,2/5/2023 0:26,MX,CARD NOT PRESENT,M,HIDALGO,26,527,9738,madrugada,0,0,0,1,0,1,0,0,1,1,1,0.75,1,0,0,0
TDC,CONEKTA*TEAMMEXICO    GUADALAJARA J014,ENTRETENIMIENTO,VIDEO JUEGOS - ESTABLECIMIENTOS,12/25/2022 12:01,MX,CARD NOT PRESENT,M,TAMAULIPAS,27,527,7312,tarde,0,1,0,0,0,1,0,0,0,1,1,0.55,1,0,1,0
TDD,OPTICA MATUTE         AGUASCALIENTE002,OTROS,"OPTICAS, LENTES Y ANTEOJOS",1/16/2023 14:59,MX,CARD PRESENT,M,AGUASCALIENTES,24,527,2043,tarde,0,1,0,0,1,0,0,0,0,1,1,0.55,1,0,0,0
TDD,STR*UBER TRIP         CIUDAD DE MEX001,TRANSPORTE TERRESTRE DE PASAJEROS,"LIMOSINAS, (TAXIS)",1/22/2023 19:38,MX,CARD NOT PRESENT,M,SAN LUIS POTOSI,22,527,841,noche,0,0,1,0,0,1,0,0,0,1,1,0.55,1,0,0,0
TDC,BAZ SUPER APP         CIUDAD DE MEX001,OTROS,SERV PROC DATOS - DISENO Y PROGRAM DE SISTEMAS,12/24/2022 22:20,MX,CARD NOT PRESENT,M,JALISCO,28,527,4849,noche,0,0,1,0,0,1,0,0,0,1,1,0.55,1,0,1,0
TDC,GASOSERVICIOS PREMIER DURANGO DGO  DUR,GASOLINERAS,"ESTACIONES DE SERVICIO, GASOLINERIAS TODO TRANSPOR",2/6/2023 12:04,MX,CARD PRESENT,M,DURANGO,26,527,921,tarde,0,1,0,0,1,0,0,0,0,1,1,0.55,1,0,0,0
